timestamp,rigid_body_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w
1747246623.9819121,1,0.251757949590683,0.29182499647140503,0.8013206124305725,-0.0060365633107721806,0.002511130180209875,0.8040456175804138,0.5945316553115845
1747246623.9819121,2,0.2511694133281708,0.29280707240104675,0.8888738751411438,-0.026108630001544952,-0.000708882522303611,0.8035101890563965,0.5947177410125732
1747246623.9819121,3,0.24229887127876282,0.2990071773529053,1.0958455801010132,-0.04579513892531395,0.0034187925048172474,0.8025753498077393,0.5947805643081665
1747246623.9819121,4,0.22790686786174774,0.31143492460250854,1.3022258281707764,0.06126866862177849,0.02258363738656044,0.7648604512214661,0.6408779621124268
1747246623.9819121,5,0.26344436407089233,0.3087441921234131,1.4368999004364014,0.1191868931055069,0.0066606649197638035,0.7238290905952454,0.6795746684074402
1747246623.9819121,6,0.21632476150989532,0.34200918674468994,1.2460110187530518,0.019871128723025322,-0.014781799167394638,0.914516270160675,0.40379026532173157
1747246623.9819121,7,0.14434480667114258,0.4209229052066803,1.2511740922927856,-0.4879123568534851,0.4516027271747589,0.6180843114852905,0.4194859266281128
1747246623.9819121,8,0.1018020510673523,0.4401894509792328,1.008203148841858,-0.6640667915344238,0.21099361777305603,0.4424995481967926,0.5645274519920349
1747246623.9819121,9,0.20713797211647034,0.4846842885017395,0.8406880497932434,-0.6154500246047974,0.28951212763786316,0.5327649712562561,0.5035529732704163
1747246623.9819121,10,0.2488923817873001,0.4775773286819458,0.830005407333374,-0.3783969581127167,0.23412534594535828,0.29986605048179626,0.8438493013381958
1747246623.9819121,11,0.270238995552063,0.4874584972858429,0.8113164901733398,-0.3759002387523651,0.47135472297668457,0.3814190924167633,0.7007448077201843
1747246623.9819121,12,0.2770357131958008,0.49208545684814453,0.7869902849197388,-0.3759002387523651,0.47135472297668457,0.3814190924167633,0.7007448077201843
