timestamp,rigid_body_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w
1747694306.123892,1,-0.0975230261683464,-0.6583554148674011,0.8417916893959045,0.010133905336260796,-0.005306194070726633,-0.771413266658783,-0.6362317800521851
1747694306.123892,2,-0.09829355776309967,-0.6565267443656921,0.9285123348236084,0.016188781708478928,-0.010858209803700447,-0.7898414134979248,-0.6130012273788452
1747694306.123892,3,-0.10098763555288315,-0.6483967900276184,1.1480739116668701,0.014717178419232368,-0.013461974449455738,-0.8076481819152832,-0.589327335357666
1747694306.123892,4,-0.10272471606731415,-0.6398072838783264,1.367627501487732,-0.08731634169816971,0.010770868510007858,-0.8275883197784424,-0.554398238658905
1747694306.123892,5,-0.06725947558879852,-0.6482198238372803,1.500736951828003,-0.16865840554237366,0.00929329078644514,-0.8420581221580505,-0.5122557878494263
1747694306.123892,6,-0.11824452877044678,-0.6081076264381409,1.3014124631881714,0.006775585934519768,-0.01311649288982153,-0.8968018293380737,-0.4421860873699188
1747694306.123892,7,-0.20378872752189636,-0.49670034646987915,1.2980751991271973,0.6215529441833496,-0.316092848777771,-0.6257596015930176,-0.3495458662509918
1747694306.123892,8,-0.19851604104042053,-0.4829067289829254,0.9886422753334045,0.8275831341743469,0.34910863637924194,-0.3298867642879486,0.29052382707595825
1747694306.123892,9,-0.06418702006340027,-0.3865978717803955,0.801870584487915,0.8820171356201172,-0.1072392463684082,-0.189830020070076,0.4177442193031311
1747694306.123892,10,-0.03589119389653206,-0.35817375779151917,0.7856220006942749,0.941641628742218,0.022635653614997864,-0.33549943566322327,-0.015457156114280224
1747694306.123892,11,-0.01285916194319725,-0.35659629106521606,0.7668375372886658,0.9747413396835327,-0.17172086238861084,-0.1343415528535843,0.04841165989637375
1747694306.123892,12,0.010160775855183601,-0.3654431104660034,0.7605982422828674,0.9747413396835327,-0.17172086238861084,-0.1343415528535843,0.04841165989637375
1747694306.123892,13,0.009721994400024414,-0.39494630694389343,0.7577194571495056,0.9365074634552002,-0.13561482727527618,-0.1707170158624649,0.2746235728263855
1747694306.123892,14,0.050250034779310226,-0.4105216860771179,0.7467348575592041,0.9365074634552002,-0.13561482727527618,-0.1707170158624649,0.2746235728263855
1747694306.123892,15,0.07051410526037216,-0.41830939054489136,0.741242527961731,0.9365074634552002,-0.13561482727527618,-0.1707170158624649,0.2746235728263855
1747694306.123892,16,0.00908118486404419,-0.4081087112426758,0.7740184664726257,0.8820171356201172,-0.1072392463684082,-0.189830020070076,0.4177442193031311
